1.062	-0.76
1.348	-0.855
1.567	-0.827
1.831	-0.715
2.112	-0.609
2.354	-0.536
2.573	-0.575
2.809	-0.693
3.017	-1.012
3.213	-1.354
3.528	-1.786
3.899	-2.459
4.067	-2.997
4.225	-3.35
4.41	-3.893
4.59	-4.336
4.77	-4.717
4.882	-5.115
4.972	-5.598
5.135	-5.861
5.337	-6.629
5.517	-7.105
5.669	-7.599
5.966	-8.109
